headline,description,link,date
W.T.O. chief calls for deeper global trade to address supply chain disruptions.,"Ngozi Okonjo-Iweala, the World Trade Organization’s director general, said bringing more countries into international production networks could make supply chains more resilient.",https://www.nytimes.com/2022/03/21/business/world-trade-organization-supply-chains.html?searchResultPosition=108,"March 21, 2022"
U.S. and British Warplanes Again Strike Houthi-Linked Targets in Yemen,"The Iran-backed group, which has been targeting global shipping routes, has proved especially difficult for the United States and its allies to restrain.",https://www.nytimes.com/2024/02/24/us/politics/yemen-houthis-strikes.html?searchResultPosition=109,Feb. 24
Russian Sanctions Snarl Shipping Even as Pandemic Pressure Eases,Global disruptions from the war on Ukraine and uncertainty due to the sanctions have led to pileups at ports and could delay cargo longer.,https://www.nytimes.com/2022/03/11/business/russia-ukraine-shipping-cargo.html?searchResultPosition=110,"March 11, 2022"
"Supply chain problems continue to push up prices, with more disruptions in store.","Although shipping costs and delivery times eased slightly, supply chain constraints continued to push up consumer prices, and more disruptions are in store.",https://www.nytimes.com/live/2022/03/10/business/cpi-inflation-ukraine-stocks/supply-chain-pressures-continued-to-stoke-inflation-in-february?searchResultPosition=111,"March 10, 2022"
Traveling Today? What You Need to Know About the Global Tech Outage.,"While service is slowly recovering, flights are still being canceled and delays can stretch for hours. Here’s the latest on airlines, airports and cruises, as well as your rights and how to reach customer service.",https://www.nytimes.com/2024/07/19/travel/crowdstrike-outage-flight-delays-airports.html?searchResultPosition=112,July 19
Of Shots and Supply-Chain Snarls,How vaccine mandates can unclog the ports.,https://www.nytimes.com/2021/10/19/opinion/vaccine-mandates-us-ports-supply-chain.html?searchResultPosition=113,"Oct. 19, 2021"
Supply chain snags continued to drive up prices in December.,"The surge in coronavirus cases is idling workers at ports and trucking companies, while strong consumer demand continues to drive up the cost of shipping and energy.",https://www.nytimes.com/2022/01/12/business/inflation-supply-chain.html?searchResultPosition=114,"Jan. 12, 2022"
Houthi Militia in Yemen Presents a Special Challenge for U.S.,"In the past month alone, the Iranian-backed group has launched more than 100 attacks against commercial vessels in the Red Sea.",https://www.nytimes.com/2023/12/23/us/politics/gaza-houthi-yemen.html?searchResultPosition=115,"Dec. 23, 2023"
Activist Investor Seeks to Force Out Norfolk Southern’s Management,"A year after a derailment in Ohio raised questions about rail safety, an investment firm is seeking to install new management in an effort to increase profits.",https://www.nytimes.com/2024/05/08/business/norfolk-southern-activist-investor.html?searchResultPosition=116,May 8
Explained: Manchester United's train problem - and how they want to fix it,Why a rail freight terminal a stone’s throw from Old Trafford is central to the club's plans to redevelop their ground,https://www.nytimes.com/athletic/5523887/2024/06/05/old-trafford-freight-train/?searchResultPosition=117,June 5
Job Action Against Tesla Puts Sweden’s Unions in Spotlight,"The automaker’s mechanics in Sweden are striking for a collective agreement, and dockworkers say they will support the battle. Tesla is expected to join the talks on Monday.",https://www.nytimes.com/2023/11/05/business/economy/tesla-sweden-unions.html?searchResultPosition=118,"Nov. 5, 2023"
What America’s port crisis looks like up close: a traffic jam of containers and trucks.,,https://www.nytimes.com/live/2021/10/10/world/covid-delta-variant-vaccines/what-americas-port-crisis-looks-like-up-close-a-traffic-jam-of-containers-and-trucks?searchResultPosition=119,"Oct. 10, 2021"
"Russia Strikes Another Grain Terminal, Extending a Campaign Against Ukraine’s Ports","In St. Petersburg, President Vladimir V. Putin rejected calls for reviving a Black Sea grain deal or for ending fighting.",https://www.nytimes.com/2023/07/29/world/europe/russia-ukraine-war-grain.html?searchResultPosition=120,"July 29, 2023"
Subway Tunnel Blast Disrupts Morning Commute in New York,"An explosion near the Port Authority Bus Terminal on Monday morning temporarily closed the terminal and the subway station underneath, disrupting the commute for tens of thousands of commuters.",https://www.nytimes.com/2017/12/11/nyregion/mta-train-subway-explosion.html?searchResultPosition=121,"Dec. 11, 2017"
Supply Chain Woes Could Worsen as China Imposes New Covid Lockdowns,American manufacturers are worried that China’s zero-tolerance coronavirus policy could throw a wrench in the global conveyor belt for goods this year.,https://www.nytimes.com/2022/01/16/business/economy/china-supply-chain-covid-lockdowns.html?searchResultPosition=122,"Jan. 16, 2022"
Pentagon to Dismantle Temporary Pier Built for Gaza Aid Operation,The $230 million short-notice project has struggled to overcome rough seas and other problems since it started in May.,https://www.nytimes.com/2024/07/11/us/politics/gaza-pier-aid.html?searchResultPosition=123,July 11
"Explosions Shake a Texas Town, and Its View on Thanksgiving","Two explosions forced tens of thousands of people to leave the area around a chemical plant. “As long as we know that we’re O.K., that’s all that really matters,” one resident said.",https://www.nytimes.com/2019/11/28/us/port-neches-texas-explosion.html?searchResultPosition=124,"Nov. 28, 2019"
"Near U.K.’s Busiest Port, Brexit Hopes Are Layered in Asphalt",A 27-acre site is being built to handle trucks amid fears that new trade rules will slow freight movement. It has been nicknamed the “Farage Garage” after the pro-Brexit campaigner Nigel Farage.,https://www.nytimes.com/2020/08/08/world/europe/brexit-trucks-dover-mojo.html?searchResultPosition=125,"Aug. 8, 2020"
The attack on a Danube port raises the threat to Ukraine’s alternative export routes.,,https://www.nytimes.com/live/2023/07/24/world/russia-ukraine-news/ukraines-danube-ports-are-part-of-a-complicated-constellation-of-export-routes?searchResultPosition=126,"July 24, 2023"
Drones Disrupt Moscow Airport Traffic for a Second Day,"Russia said it had intercepted drones in two parts of the country, in what appeared to be the latest in a string of Ukrainian attacks intended to bring the war home to Russia’s citizens.",https://www.nytimes.com/2023/08/22/world/europe/ukraine-drones-moscow-russia.html?searchResultPosition=127,"Aug. 22, 2023"
U.S. energy prices jump as a winter storm disrupts production.,,https://www.nytimes.com/live/2021/02/16/business/stock-market-today/us-energy-prices-jump-as-a-winter-storm-disrupts-production?searchResultPosition=128,"Feb. 16, 2021"
Travel in 2023: 12 Months That ‘Took Chaos to a New Level’,"For many travelers and local residents who rely on tourism dollars, this year was an ‘annus horribilis,’ with disasters, upheavals and unparalleled weather events devastating top travel destinations across the globe.",https://www.nytimes.com/2023/12/20/travel/wildfires-floods-weather-travel.html?searchResultPosition=129,"Dec. 20, 2023"
"Disruption to Ukraine Grain Exports Could Worsen Hunger in Some Countries, Experts Warn","Moscow terminated a deal this week that allowing Ukraine to export its food crops, an agreement that had helped to stabilize grain prices and to ease a global food shortage.",https://www.nytimes.com/2023/07/21/world/europe/grain-prices-russia-ukraine-deal.html?searchResultPosition=130,"July 20, 2023"
Israel Hack of Iran Port Is Latest Salvo in Exchange of Cyberattacks,"Israel was behind a cyberattack that disrupted a major port in Iran, done in response to an attempt by the Revolutionary Guards to infiltrate an Israeli water facility.",https://www.nytimes.com/2020/05/19/world/middleeast/israel-iran-cyberattacks.html?searchResultPosition=131,"May 19, 2020"
Zelensky says he’s hopeful that grain will start moving from Ukraine’s ports soon.,,https://www.nytimes.com/live/2022/07/29/world/ukraine-russia-news-war/zelensky-says-hes-hopeful-that-grain-will-start-moving-from-ukraines-ports-soon?searchResultPosition=132,"July 29, 2022"
Travel in 2023: 12 Months That ‘Took Chaos to a New Level’,"For many travelers and local residents who rely on tourism dollars, this year was an ‘annus horribilis,’ with disasters, upheavals and unparalleled weather events devastating top travel destinations across the globe.",https://www.nytimes.com/2023/12/20/travel/wildfires-floods-weather-travel.html?searchResultPosition=133,"Dec. 20, 2023"
Britain’s economic recovery has slowed as supply disruptions persist.,"The economy grew 1.3 percent in the third quarter, down from 5.5 percent growth in the previous three months.",https://www.nytimes.com/2021/11/11/business/britain-economy-recovery.html?searchResultPosition=134,"Nov. 11, 2021"
What Does the Red Sea Crisis Mean for Oil Prices?,"Many energy and shipping firms have begun rerouting tankers, adding delays and extra costs to journeys that would put upward pressure on oil prices.",https://www.nytimes.com/2023/12/19/business/oil-prices-red-sea.html?searchResultPosition=135,"Dec. 19, 2023"
New Haitian Leader Visits Washington Seeking Additional Support,"Haiti’s newly selected prime minister, Garry Conille, met with Democrats on Capitol Hill as well as Biden administration officials, seeking more help to combat the unrest in his country.",https://www.nytimes.com/2024/07/02/us/politics/garry-conille-haiti-democrats.html?searchResultPosition=136,July 2
China’s Covid Lockdowns Set to Further Disrupt Global Supply Chains,"A surge in Omicron variant infections has prompted Chinese authorities to lock down residents, close factories and stop truck traffic, snarling already frayed supply chains.",https://www.nytimes.com/2022/03/15/business/covid-china-economy.html?searchResultPosition=137,"March 15, 2022"
‘No Jobs Available’: The Feast or Famine Careers of America’s Port Drivers.,"Consumer demand has cooled, leaving fewer containers to pick up on the West Coast. For Marshawn Jackson, a truck driver paid by the delivery, that means a hard scrabble to make ends meet.",https://www.nytimes.com/2022/10/28/business/supply-chain-shipping-jobs.html?searchResultPosition=138,"Oct. 28, 2022"
Here’s a timeline of how the coronavirus shaped and disrupted California.,,https://www.nytimes.com/live/2021/06/15/world/covid-vaccine-coronavirus-mask/heres-a-timeline-of-how-the-coronavirus-shaped-and-disrupted-california?searchResultPosition=139,"June 15, 2021"
"The closing of Ukraine’s southern ports could trigger a global food catastrophe, the U.N. warns.",,https://www.nytimes.com/live/2022/04/16/world/ukraine-russia-war-news/the-closing-of-ukraines-southern-ports-could-trigger-a-global-food-catastrophe-the-un-warns?searchResultPosition=140,"April 16, 2022"
"The closing of Ukraine’s southern ports could trigger a global food catastrophe, the U.N. warns.",,https://www.nytimes.com/live/2022/04/16/world/ukraine-russia-war-news/the-closing-of-ukraines-southern-ports-could-trigger-a-global-food-catastrophe-the-un-warns?searchResultPosition=141,"April 16, 2022"
Who Are the Houthis and Why Is the U.S. Attacking Them?,The Iranian-backed militia has launched dozens of attacks on commercial ships in the Red Sea since the war between Israel and Hamas started.,https://www.nytimes.com/2024/01/11/world/middleeast/houthi-yemen-red-sea-attacks.html?searchResultPosition=142,Jan. 11
Program to Lend Billions to Aid California’s Supply-Chain Infrastructure,"The Transportation Department and the state are teaming up on the program, which aims to prevent a repeat of the supply-chain crisis by bolstering ports and other sources of bottlenecks.",https://www.nytimes.com/2021/10/28/us/politics/california-ports-supply-chain.html?searchResultPosition=143,"Oct. 28, 2021"
How a Rail Strike Could Wreak Havoc on the American Supply Chain,"If freight trains stop rolling, the result could be chaos for business, shortages for consumers, and fresh momentum for rising prices.",https://www.nytimes.com/2022/09/14/business/freight-rail-strike-supply-chain.html?searchResultPosition=144,"Sept. 14, 2022"
Businesses Are Already Girding for Next Phase of the U.S.-China Trade War,"Alarmed by the prospect of increased tariffs on Chinese goods if Donald Trump is elected, some American companies are stockpiling parts and delaying expansions.",https://www.nytimes.com/2024/08/19/business/china-us-trade-war.html?searchResultPosition=145,Aug. 19
"Truck Plummets and Crashes, Closing Port Authority Bus Terminal",The garbage truck landed nose-first on Route 495. Thousands were delayed in their preholiday trip home.,https://www.nytimes.com/2019/07/03/nyregion/port-authority-closed-crash.html?searchResultPosition=146,"July 3, 2019"
"New Supply Chain Risk: 22,000 Dockworkers Who May Soon Strike","With the contract of union workers at West Coast ports nearing expiration, the prospect of a labor impasse threatens another shock to the global economy.",https://www.nytimes.com/2022/03/28/business/dockworkers-strike-supply-chain.html?searchResultPosition=147,"March 28, 2022"
"How the Supply Chain Broke, and Why It Won’t Be Fixed Anytime Soon",Confession: We didn’t even have a logistics beat before the pandemic. Now we do. Here’s what we’ve learned about the global supply chain disruption.,https://www.nytimes.com/2021/10/22/business/shortages-supply-chain.html?searchResultPosition=148,"Oct. 22, 2021"
Truck Jam Eases at U.K. Port Days After France Reopens Border,"Even with new restrictions around the world to try to stop the transmission of a virus variant sweeping rapidly across Britain, the mutation has already spread to France, Spain and Japan.",https://www.nytimes.com/2020/12/26/world/europe/truck-jam-uk-france-covid.html?searchResultPosition=149,"Dec. 26, 2020"
Royal Caribbean cancels upcoming cruises as Covid disrupts the industry.,The company said it had called off planned trips on three ships and pushed back another’s return to cruising to March.,https://www.nytimes.com/2022/01/08/travel/royal-caribbean-cruises-cancellations-covid.html?searchResultPosition=150,"Jan. 8, 2022"
Newark’s Reviled Terminal A Is Getting a $2.7 Billion Upgrade,"A huge, art-filled building will replace the cramped, overcrowded old terminal at Newark Liberty International Airport on Dec. 8.",https://www.nytimes.com/2022/11/16/nyregion/newark-terminal-a-liberty-airport.html?searchResultPosition=151,"Nov. 16, 2022"
Ukrainian Attack Cuts Power to Some Russian-Occupied Areas,"The assault on energy infrastructure, a significant theater in the war, followed a large-scale Russian drone attack on Kyiv.",https://www.nytimes.com/2023/11/26/world/europe/ukraine-russia-drones-power-infrastructure.html?searchResultPosition=152,"Nov. 26, 2023"
Florida Officials Warn of Fuel Contamination as Idalia Approaches,"The contamination, which officials said resulted from the accidental mixing of diesel and gasoline, comes as Gulf Coast residents face potential evacuation orders.",https://www.nytimes.com/2023/08/28/us/florida-gas-diesel-contamination-idalia.html?searchResultPosition=153,"Aug. 28, 2023"
1947: Rail Walkout in Marseilles Halts Traffic,"The number of strikers in the French port city reached 100,000, with thousands of passengers stranded and communication disrupted.",https://www.nytimes.com/2022/11/21/world/1947-rail-walkout-marseilles.html?searchResultPosition=154,"Nov. 21, 2022"
Egypt Feels Pain of Global Disruptions Wrought by War and Pandemic,The country’s economy has been very hard hit by cascading crises which have disrupted worldwide trade.,https://www.nytimes.com/2022/09/20/world/middleeast/egypt-economy-ukraine-war-pandemic.html?searchResultPosition=155,"Sept. 20, 2022"
Coronavirus Disrupts Travel Plans Across Asia,"Some tour operators, travel insurance brokers and even airline employees say they are facing growing numbers of customers who want to avoid the region.",https://www.nytimes.com/2020/02/07/travel/traveling-coronavirus.html?searchResultPosition=156,"Feb. 7, 2020"
Pipeline Protests Cause Widespread Travel Delays Across Canada,A small protest in Ontario supporting an Indigenous effort to block a pipeline thousands of miles away has created large-scale disruption in Canada.,https://www.nytimes.com/2020/02/12/world/canada/gas-pipeline-protests.html?searchResultPosition=157,"Feb. 12, 2020"
"New Fire Erupts in Beirut Port, Just Weeks After Devastating Blast","Orange flames and a plume of black smoke rose over the city, terrifying residents still recovering from last month’s explosion.",https://www.nytimes.com/2020/09/10/world/middleeast/beirut-port-fire.html?searchResultPosition=158,"Sept. 10, 2020"
OPEC to Meet Amid Signs of Waning Influence on Oil Prices,"Major producers, including Saudi Arabia and Russia, are set to gather virtually on Sunday. They are expected to maintain production cuts amid signs of a softening market.",https://www.nytimes.com/2024/05/31/business/opec-meeting-oil-prices.html?searchResultPosition=159,May 31
"As Russia Threatens Ships in the Black Sea, a Romanian Route Provides a Lifeline","A 40-mile channel, best known outside shipping circles as a magnet for bird watchers, is now a crucial route allowing Ukrainian grain to reach the sea, protected by a NATO umbrella.",https://www.nytimes.com/2023/08/16/world/europe/ukraine-romania-danube-shipping.html?searchResultPosition=160,"Aug. 16, 2023"
"Storm Batters Southern Ukraine, Spreading Misery for Civilians and Soldiers",Violent waves stirred by hurricane-force winds threatened to tear maritime mines from their moorings in the Sea of Azov and the Black Sea.,https://www.nytimes.com/2023/11/27/world/europe/ukraine-storm-black-sea-russia.html?searchResultPosition=161,"Nov. 27, 2023"
Economists Predicted a Recession. So Far They’ve Been Wrong.,"A widely predicted recession never showed up. Now, economists are assessing what the unexpected resilience tells us about the future.",https://www.nytimes.com/2024/01/26/business/economy/economy-recession-soft-landing.html?searchResultPosition=162,Jan. 26
Food as You Know It Is About to Change,Our food supply is more fragile than you think.,https://www.nytimes.com/2024/07/28/opinion/food-climate-crisis-prices.html?searchResultPosition=163,July 28
Texas Oil Port Hit by One-Two Punch: Falling Demand and Overproduction,"Corpus Christi has become the largest energy exporter in the United States, but several expansion projects have been delayed or scuttled, threatening jobs and investments.",https://www.nytimes.com/2020/04/28/business/coronavirus-oil-texas-port.html?searchResultPosition=164,"April 28, 2020"
Green Energy Builders Sought Billions More in Subsidies. New York Said No.,The developers will have to decide whether to absorb higher-than-expected costs or break their contracts with the state.,https://www.nytimes.com/2023/10/12/nyregion/wind-farm-subsidies.html?searchResultPosition=165,"Oct. 12, 2023"
Who and What’s Behind the Blockades Disrupting Canada’s Rails,"A long-running dispute over a pipeline in British Columbia has turned into a national political storm, caused layoffs in the rail industry and raised broader economic fears.",https://www.nytimes.com/2020/02/21/world/canada/pipeline-blockades-explainer.html?searchResultPosition=166,"Feb. 21, 2020"
Worries over Britain’s food supplies grow after France suspends trucks from Britain.,,https://www.nytimes.com/live/2020/12/21/business/us-economy-coronavirus/worries-over-britains-food-supplies-grow-after-france-suspends-trucks-from-britain?searchResultPosition=167,"Dec. 21, 2020"
Supply-chain snarls reach the book publishing industry.,,https://www.nytimes.com/2021/10/13/world/supply-chain-snarls-reach-the-book-publishing-industry.html?searchResultPosition=168,"Oct. 4, 2021"
Trade Troubles: Learning About the Global Supply Chain and Why It’s Broken,"In this lesson plan, students will explore how delays, product shortages and rising prices are linked to a crisis in international trade.",https://www.nytimes.com/2021/10/21/learning/lesson-plans/trade-troubles-learning-about-the-global-supply-chain-and-why-its-broken.html?searchResultPosition=169,"Oct. 21, 2021"
Shipping Costs Soar in Wake of Red Sea Attacks,"Ships risking Houthi attacks must pay high insurance premiums, while vessels avoiding the region lose time going around Africa.",https://www.nytimes.com/2024/01/24/business/red-sea-attacks-shipping-costs.html?searchResultPosition=170,Jan. 24
Tanzania Arrests 520 People in Mass Opposition Crackdown,The clampdown came after the police banned a youth rally and pointed to the anti-government protests that have swept neighboring Kenya in recent months.,https://www.nytimes.com/2024/08/13/world/africa/tanzania-arrests-520-people-crackdown.html?searchResultPosition=171,Aug. 13
An Unlikely New Threat to Haiti’s Stability: An Armed Environmental Group,The country’s political crisis grew more volatile this week after an armed environmental brigade allied with a former coup leader began demanding the prime minister’s ouster.,https://www.nytimes.com/2024/01/25/world/americas/haiti-political-instability-bsap.html?searchResultPosition=172,Jan. 25
What a hard Brexit would mean for trade between Britain and the United States.,,https://www.nytimes.com/live/2020/12/08/business/us-economy-coronavirus/what-a-hard-brexit-would-mean-for-trade-between-britain-and-the-united-states?searchResultPosition=173,"Dec. 8, 2020"
"After Too Much Rain, Too Little Gas in South Florida’s Stations","State and federal officials are working to get more gasoline to consumers after torrential rainstorms last week damaged infrastructure, setting off shortages.",https://www.nytimes.com/2023/04/21/us/florida-storms-gas-epa-white-house.html?searchResultPosition=174,"April 21, 2023"
Striking truck drivers in South Korea snarl supply chains.,Automakers and steel companies reported disruptions as a job action entered a seventh day.,https://www.nytimes.com/2022/06/13/business/south-korea-strike-truckers.html?searchResultPosition=175,"June 13, 2022"
‘I’ve Never Seen Anything Like This’: Chaos Strikes Global Shipping,"The pandemic has disrupted international trade, driving up the cost of shipping goods and adding a fresh challenge to the global economic recovery.",https://www.nytimes.com/2021/03/06/business/global-shipping.html?searchResultPosition=176,"March 6, 2021"
Brexit Customs Checks Make a Quiet Debut at U.K. Ports,"Starting the new rules on a holiday helped, with some predicting more confusion and backups in the days ahead.",https://www.nytimes.com/2021/01/01/business/brexit-uk-ports.html?searchResultPosition=177,"Jan. 1, 2021"
Angling for a Merry ‘Fishmas’ Despite Global Shipping Delays,The travails of a Chicago fishing company’s advent calendar highlight the supply chain hurdles for businesses trying to deliver items in time for the holidays.,https://www.nytimes.com/2021/10/31/business/economy/global-shipping-delays-shortages.html?searchResultPosition=178,"Oct. 31, 2021"
Amsterdam’s Latest Effort to Fight Excessive Tourism: No New Hotels,The city wants no more than 20 million hotel stays annually. The measure is one of multiple efforts to control the flow of visitors.,https://www.nytimes.com/2024/04/18/world/europe/amsterdam-tourism-hotel-stop.html?searchResultPosition=179,April 18
Trucker Strike Disrupts Port of Montreal,,https://www.nytimes.com/2000/11/15/business/trucker-strike-disrupts-port-of-montreal.html?searchResultPosition=180,"Nov. 15, 2000"
U.S. Strikes Houthi Targets in Yemen for a Third Time,"The American strikes destroyed four missiles that posed a threat to ships in the Red Sea, the Pentagon said. They came on the third day in a row the Houthis have defiantly fired at passing ships.",https://www.nytimes.com/2024/01/16/world/middleeast/us-strikes-houthis-yemen.html?searchResultPosition=181,Jan. 16
President Biden says the White House is taking steps to address supply chain snarls caused by the pandemic.,"The White House is looking to spotlight its efforts to address the problems in ports, factories and shipping lanes that have helped produce shortages, long delivery times and rapid price increases.",https://www.nytimes.com/live/2021/10/13/world/covid-delta-variant-vaccine/president-biden-says-the-white-house-is-taking-steps-to-address-supply-chain-snarls?searchResultPosition=182,"Oct. 13, 2021"
How a Distant War Is Threatening Livelihoods in the Arctic Circle,The fighting in Ukraine has disrupted a region in northern Norway that had thrived on cross-border trade and cooperation with Russia.,https://www.nytimes.com/2023/07/10/world/europe/ukraine-war-arctic-circle.html?searchResultPosition=183,"July 10, 2023"
U.S. and British forces intercept 21 projectiles aimed at ships in Red Sea.,,https://www.nytimes.com/live/2024/01/10/world/israel-hamas-war-gaza-news/us-and-british-forces-intercept-21-projectiles-aimed-at-ships-in-red-sea?searchResultPosition=184,Jan. 10
The pandemic causes upheaval in international trade.,,https://www.nytimes.com/live/2021/03/08/business/stock-market-today/the-pandemic-causes-upheaval-in-international-trade?searchResultPosition=185,"March 8, 2021"
Where the Canadian Trucker Protests Happened,"Truck drivers protesting vaccine mandates parked their trucks in cities across Canada, blocking traffic and disrupting the flow of goods between the nation and the U.S.",https://www.nytimes.com/interactive/2022/02/11/world/canada-trucker-protests.html?searchResultPosition=186,"Feb. 11, 2022"
"Orcas Sink Fourth Boat Off Iberia, Unnerving Sailors","Orcas caused enough damage to sink a yacht in the Strait of Gibraltar last week. A small pod has been slamming boats in recent years, worrying skippers charting routes closer to shore.",https://www.nytimes.com/2023/11/07/world/africa/orcas-sink-yacht-gibraltar.html?searchResultPosition=187,"Nov. 7, 2023"
"The Russian invasion threatens tens of millions of people with famine, the U.N. secretary-general says.",,https://www.nytimes.com/live/2022/05/19/world/russia-ukraine-war/the-russian-invasion-threatens-tens-of-millions-of-people-with-famine-the-un-secretary-general-says?searchResultPosition=188,"May 19, 2022"
Lockdowns in China Block Truck Shipments and Close Factories,"China’s Covid lockdowns and restrictions are holding up truck drivers who carry crucial components among factories and take products to ports, posing a new disruption to the global supply chain.",https://www.nytimes.com/2022/04/08/business/china-lockdowns-supply-chain.html?searchResultPosition=189,"April 8, 2022"
"Citing a Chevron Tanker, Ukraine Seeks Tougher Restrictions at Russian Ports",A top Ukrainian official criticized companies in the United States and Greece for helping Russia continue to profit from oil despite its attack on Ukraine.,https://www.nytimes.com/2022/03/16/climate/chevron-tanker-russia-oil-ukraine.html?searchResultPosition=190,"March 16, 2022"
Lockdowns in China Block Truck Shipments and Close Factories,"China’s Covid lockdowns and restrictions are holding up truck drivers who carry crucial components among factories and take products to ports, posing a new disruption to the global supply chain.",https://www.nytimes.com/2022/04/08/business/china-lockdowns-supply-chain.html?searchResultPosition=191,"April 8, 2022"
"Citing a Chevron Tanker, Ukraine Seeks Tougher Restrictions at Russian Ports",A top Ukrainian official criticized companies in the United States and Greece for helping Russia continue to profit from oil despite its attack on Ukraine.,https://www.nytimes.com/2022/03/16/climate/chevron-tanker-russia-oil-ukraine.html?searchResultPosition=192,"March 16, 2022"
‘Everything Was Destroyed’: War Hits Ukraine’s Farms,"The Russian invasion is pummeling Ukraine’s agriculture, threatening harvests in Europe’s breadbasket and contributing to a global food crisis.",https://www.nytimes.com/2022/04/10/world/europe/ukraine-farmers-food.html?searchResultPosition=193,"April 10, 2022"
"Eurostar, Symbol of a Connected Europe, Is Plagued by Brexit Hurdles","The high-speed train service under the English Channel is leaving many seats unfilled, rather than risk delays caused by more rigorous passport checks for Britons.",https://www.nytimes.com/2023/01/27/world/europe/eurostar-brexit-passport-delay.html?searchResultPosition=194,"Jan. 27, 2023"
The World Is Still Short of Everything. Get Used to It.,"Pandemic-related product shortages — from computer chips to construction materials — were supposed to be resolved by now. Instead, the world has gained a lesson in the ripple effects of disruption.",https://www.nytimes.com/2021/08/30/business/supply-chain-shortages.html?searchResultPosition=195,"Aug. 30, 2021"
The Rise and Fall of the World’s Most Successful Joint Venture,"China and the U.S. both gained from their economic integration. As they pull apart, each is finding it will be hard to fully replace the other.",https://www.nytimes.com/2023/11/14/business/us-china-economy-trade.html?searchResultPosition=196,"Nov. 14, 2023"
It’s beginning to feel a lot like Fishmas.,,https://www.nytimes.com/live/2021/11/02/business/news-business-stock-market/its-beginning-to-feel-a-lot-like-fishmas?searchResultPosition=197,"Nov. 2, 2021"
"Every day, the cost of the blockage grows more substantial.",,https://www.nytimes.com/live/2021/03/27/world/suez-canal-stuck-ship/every-day-the-cost-of-the-blockage-grows-more-substantial?searchResultPosition=198,"March 27, 2021"
A record number of cargo ships off the California coast shows a crack in the supply chain.,"Sixty-one vessels were anchored offshore on Thursday waiting to unload cargo at the Port of Los Angeles and the Port of Long Beach, down from 73 on Sunday.",https://www.nytimes.com/2021/09/23/business/cargo-ships-supply-chain.html?searchResultPosition=199,"Sept. 23, 2021"
Pandemic supply chain woes could worsen with new lockdowns in China.,,https://www.nytimes.com/live/2022/01/17/world/omicron-covid-vaccine-tests/pandemic-supply-chain-woes-could-worsen-with-new-lockdowns-in-china?searchResultPosition=200,"Jan. 17, 2022"
How a Fertilizer Shortage Is Spreading Desperate Hunger,"Across Africa and in parts of Asia, disruption to the supply chain for fertilizer is raising food prices and increasing malnutrition.",https://www.nytimes.com/2023/10/15/business/nigeria-fertilizer-shortage.html?searchResultPosition=201,"Oct. 15, 2023"
"With Cuomo Out, $2.1 Billion La Guardia AirTrain Is Halted",Gov. Kathy Hochul had asked the Port Authority of New York and New Jersey to put the project on hold and review alternatives.,https://www.nytimes.com/2021/10/12/nyregion/laguardia-airport-airtrain.html?searchResultPosition=202,"Oct. 12, 2021"
"With Inflation Surging, Biden Targets Ocean Shipping","The president is targeting shipping companies that have jacked up prices during the pandemic, but critics say bigger economic forces are at work.",https://www.nytimes.com/2022/03/21/business/economy/inflation-biden-shipping.html?searchResultPosition=203,"March 21, 2022"
The U.S. Has a New Set of Tools for Bullying the World,How the global economy became weaponized.,https://www.nytimes.com/2023/10/04/opinion/global-economy-weaponize.html?searchResultPosition=204,"Oct. 4, 2023"
Sheriff Posts Video of 11-Year-Old Charged in Fake School Shooting Threat,"Sheriff Mike Chitwood of Volusia County, Fla., said he was exasperated by children making dozens of fake school shooting threats. He has promised to name and post mug shots of every offender.",https://www.nytimes.com/2024/09/17/us/florida-false-school-shootings-mugshots.html?searchResultPosition=205,Sept. 17
Why the World’s Container Ships Grew So Big,"As global trade has grown, shipping companies have steadily increased ship sizes — but the Suez Canal blockage showed that bigger is not always better.",https://www.nytimes.com/2021/03/30/business/economy/container-ships-suez-canal.html?searchResultPosition=206,"March 30, 2021"
"After Red Sea Barrage by Houthis, U.S. and Allies Weigh Retaliation","American officials and their allies warned that there would be consequences for the Houthis, the Iranian-backed armed group that has disrupted shipping in the Red Sea.",https://www.nytimes.com/2024/01/10/world/middleeast/houthis-red-sea-us-response.html?searchResultPosition=207,Jan. 10
"The Disruption of Weddings, Then and Now","During World War II and over the past year, couples learned to be resilient and flexible. A New Orleans museum keeps some memories from wartime alive.",https://www.nytimes.com/2021/04/08/style/the-disruption-of-weddings-then-and-now.html?searchResultPosition=208,"April 8, 2021"
World Briefing | Africa: Gabon: Protests Disrupt Oil Port,,https://www.nytimes.com/2001/06/21/world/world-briefing-africa-gabon-protests-disrupt-oil-port.html?searchResultPosition=209,"June 21, 2001"
Tesla’s Nordic Shareholders Seek to Promote Workers’ Rights in Vote,Tesla mechanics in Sweden have been striking for six months with little movement from their employer. Nordic shareholders hope to change that.,https://www.nytimes.com/2024/06/13/business/elon-musk-tesla-vote-sweden-norway.html?searchResultPosition=210,June 13
