Date,URL,Title,Source,Country,LABEL,Cleaned_Title
20240816T231500Z,https://www.hellenicshippingnews.com/grant-agreement-emethanolxwsolution-cinea-european-climate-infrastructure-and-environment-executive-agency/,"Grant agreement â€“ eMETHANOLxWSolution â€“ CINEA â€“ European Climate , Infrastructure and Environment Executive Agency",hellenicshippingnews.com,China,13,grant agreement â€ “ emethanolxwsolution â€ “ cinea â€ “ european climate infrastructure environment executive agency
20240822T164500Z,https://www.cnn.com/2024/08/22/middleeast/oil-tanker-environmental-hazard-red-sea-intl/,Greek - flagged oil tanker poses  environmental hazard  after attack in Red Sea,cnn.com,United States,8,greek flagged oil tanker pose environmental hazard attack red sea
20240724T111500Z,https://www.straitstimes.com/singapore/light-oil-sheens-reported-near-s-pore-flagged-tanker-involved-in-collision-off-pedra-branca-mpa,Oil seeping from Spore - flagged tanker involved in collision near Pedra Branca : Ship operator,straitstimes.com,Singapore,8,oil seeping spore flagged tanker involved collision near pedra branca ship operator
20240824T074500Z,https://us.cnn.com/2024/08/24/middleeast/oil-tanker-fire-red-sea-intl-hnk/,"Sounion : Fires on board Greek - flagged tanker after Houthi attack in Red Sea , says maritime agency",us.cnn.com,United States,2,sounion fire board greek flagged tanker houthi attack red sea say maritime agency
20240831T180000Z,https://www.straitstimes.com/asia/operation-to-tow-stricken-oil-tanker-to-start-sunday-yemeni-houthi-minister,Operation to tow stricken oil tanker to start Sunday - Yemeni Houthi minister,straitstimes.com,Singapore,2,operation tow stricken oil tanker start sunday yemeni houthi minister
20240809T110000Z,https://www.straitstimes.com/asia/east-asia/major-chinese-port-reports-blast-on-cargo-ship-cctv-says,"Explosion on board cargo ship at key Chinese port , say state media",straitstimes.com,Singapore,2,explosion board cargo ship key chinese port say state medium
20240813T040000Z,https://www.straitstimes.com/asia/ship-captain-reports-incident-southwest-of-yemens-hodeidah-ukmto-says,UK maritime agencies report incidents near Yemen Hodeidah,straitstimes.com,Singapore,2,uk maritime agency report incident near yemen hodeidah
20240830T233000Z,https://www.straitstimes.com/asia/two-missiles-explode-close-to-vessel-east-of-yemens-aden-says-uk-maritime-agency,"Two missiles explode close to vessel east of Yemen Aden , says united kingdom maritime agency",straitstimes.com,Singapore,3,two missile explode close vessel east yemen aden say united kingdom maritime agency
20240719T040000Z,https://www.straitstimes.com/singapore/search-and-rescue-for-crew-under-way-after-two-vessels-catch-fire-near-pedra-branca-mpa,Search and rescue for crew under way after two vessels catch fire near Pedra Branca : MPA,straitstimes.com,Singapore,2,search rescue crew way two vessel catch fire near pedra branca mpa
20240721T061500Z,https://www.straitstimes.com/singapore/no-flames-visible-on-board-singapore-flagged-tanker-involved-in-collision-near-pedra-branca-shipping-firm,No flames visible on Spore - flagged tanker involved in collision near Pedra Branca : Shipping firm,straitstimes.com,Singapore,2,flame visible spore flagged tanker involved collision near pedra branca shipping firm
20240923T110000Z,https://www.straitstimes.com/singapore/singapore-flagged-ship-that-was-boarded-by-fbi-in-baltimore-cleared-to-resume-operation,Singapore - flagged ship that was boarded by FBI in Baltimore cleared to resume operation,straitstimes.com,Singapore,2,singapore flagged ship boarded fbi baltimore cleared resume operation
20240826T050000Z,https://www.straitstimes.com/asia/se-asia/navy-vessel-kd-pendekar-sinks-off-johor-coast,Malaysia navy vessel KD Pendekar sinks off Johor coast,straitstimes.com,Singapore,2,malaysia navy vessel kd pendekar sink johor coast
20240706T074500Z,https://www.straitstimes.com/singapore/swimming-water-activities-safe-again-at-changi-beach-after-oil-spill-incident-nea,"Swimming , water activities safe again at Changi beach after oil spill incident : NEA",straitstimes.com,Singapore,8,swimming water activity safe changi beach oil spill incident nea
20240719T164500Z,https://www.straitstimes.com/world/s-pore-flagged-container-ship-struck-by-projectiles-off-yemen-coast-likely-by-houthis-no-s-poreans-onboard,Spore - flagged container ship struck by projectiles off Yemen coast likely by Houthis ; no Sporeans onboard,straitstimes.com,Singapore,3,spore flagged container ship struck projectile yemen coast likely houthis sporeans onboard
20240821T111500Z,https://edition.cnn.com/2024/08/21/europe/bayesian-yacht-sicily-sinking-cctv-intl/,Bayesian yacht : Video shows storm battering boat before sinking in Sicily,edition.cnn.com,United States,9,bayesian yacht video show storm battering boat sinking sicily
20240717T130000Z,https://www.straitstimes.com/asia/philippines-china-to-set-up-new-channels-to-handle-south-china-sea-rows-source-and-document-say,"Philippines , China to set up new channels to handle South China Sea rows , source and document say",straitstimes.com,Singapore,4,philippine china set new channel handle south china sea row source document say
20240915T133000Z,https://www.straitstimes.com/asia/philippines-vessel-from-contested-south-china-sea-shoal-returns-to-port,"Philippines sends replacement ship to Sabina Shoal , vows continued presence",straitstimes.com,Singapore,3,philippine sends replacement ship sabina shoal vow continued presence
20240706T173000Z,https://www.straitstimes.com/asia/china-anchors-monster-ship-in-south-china-sea-philippine-coast-guard-says,China anchors  monster ship  in South China Sea : Philippine Coast Guard,straitstimes.com,Singapore,11,china anchor monster ship south china sea philippine coast guard
20240827T104500Z,https://www.straitstimes.com/singapore/two-ships-in-transit-in-s-pore-suspected-of-carrying-toxic-waste-cargo-being-sent-back-to-albania,Two ships in transit in Spore suspected of carrying toxic waste ; cargo being sent back to Albania,straitstimes.com,Singapore,10,two ship transit spore suspected carrying toxic waste cargo sent back albania
20240729T053000Z,https://www.straitstimes.com/asia/quad-foreign-ministers-meet-in-tokyo-for-talks-on-maritime-security-cyber,"Quad foreign ministers meet in Tokyo for talks on maritime security , cyber defence",straitstimes.com,Singapore,11,quad foreign minister meet tokyo talk maritime security cyber defence
20240720T161500Z,https://www.straitstimes.com/asia/malaysia-coast-guard-says-tanker-involved-in-fire-near-pedra-branca-has-left-site,Malaysia coast guard says tanker involved in fire near Pedra Branca has left site,straitstimes.com,Singapore,10,malaysia coast guard say tanker involved fire near pedra branca left site
20240826T070000Z,https://www.straitstimes.com/asia/chinas-actions-in-south-china-sea-patently-illegal-philippine-defence-min-says,"Philippines says China South China Sea moves  aggressive , unprofessional and illegal  ",straitstimes.com,Singapore,11,philippine say china south china sea move aggressive unprofessional illegal
20240921T103000Z,https://www.straitstimes.com/asia/quad-to-expand-maritime-security-cooperation-at-bidens-farewell-summit,Quad to expand maritime security cooperation at Biden farewell summit,straitstimes.com,Singapore,3,quad expand maritime security cooperation biden farewell summit
20240724T200000Z,https://us.cnn.com/2024/07/24/opinions/china-monster-ship-aggression-problem-timme/,Opinion : China  monster  ship is a sign of a much bigger problem,us.cnn.com,United States,11,opinion china monster ship sign much bigger problem
20240706T131500Z,https://www.straitstimes.com/world/yemens-houthis-say-they-attacked-two-ships-and-american-destroyer,Yemen Houthis say they attacked two ships and American destroyer,straitstimes.com,Singapore,3,yemen houthis say attacked two ship american destroyer
20240819T031500Z,https://www.straitstimes.com/asia/china-says-philippine-vessel-deliberately-collided-with-chinese-vessel-in-the-south-china-sea-0,Beijing says Philippine vessel  deliberately collided  with Chinese ship in South China Sea,straitstimes.com,Singapore,2,beijing say philippine vessel deliberately collided chinese ship south china sea
20240912T020000Z,https://www.straitstimes.com/asia/philippines-says-had-frank-candid-talks-with-china-on-south-china-sea,"Philippines says had  frank , candid  talks with China on South China Sea",straitstimes.com,Singapore,11,philippine say frank candid talk china south china sea
20240916T141500Z,https://www.straitstimes.com/asia/se-asia/philippines-in-a-race-against-time-to-stop-potential-china-takeover-of-disputed-shoal,Philippines in race against time to stop potential China takeover of disputed shoal,straitstimes.com,Singapore,11,philippine race time stop potential china takeover disputed shoal
20240920T060000Z,https://www.straitstimes.com/world/biden-quad-leaders-to-talk-maritime-security-as-china-tensions-grow,"Biden ,  Quad  leaders to talk maritime security as China tensions grow",straitstimes.com,Singapore,11,biden quad leader talk maritime security china tension grow
20240724T054500Z,https://edition.cnn.com/2024/07/23/asia/south-china-sea-deal-explainer-intl-hnk/,China and Philippines already at odds over South China Sea deal to ease Second Thomas Shoal tensions,edition.cnn.com,United States,11,china philippine already odds south china sea deal ease second thomas shoal tension
20240901T014500Z,https://www.cnn.com/2024/08/31/asia/china-philippines-collision-south-china-sea-intl-latam/,China and Philippines trade blame over latest vessel collisions in disputed South China Sea,cnn.com,United States,11,china philippine trade blame latest vessel collision disputed south china sea
20240905T004500Z,https://www.straitstimes.com/singapore/man-dies-after-tugboat-sinks-in-singapore-waters-search-ongoing-for-other-crew-member,Man dies after tugboat sinks in Singapore waters ; search for other crew member continues,straitstimes.com,Singapore,2,man dy tugboat sink singapore water search crew member continues
20240704T080000Z,https://www.straitstimes.com/singapore/politics/singapore-ports-boost-container-handling-capacity-as-more-shipping-lines-call,Singapore boosts container handling capacity as more ships call,straitstimes.com,Singapore,4,singapore boost container handling capacity ship call
20240712T140000Z,https://www.straitstimes.com/asia/east-asia/environment-in-focus-as-beijing-manila-spar-over-fate-of-warship-on-disputed-shoal,"Environment in focus as Beijing , Manila spar over fate of warship on disputed shoal",straitstimes.com,Singapore,8,environment focus beijing manila spar fate warship disputed shoal
20240721T084500Z,https://www.straitstimes.com/singapore/malaysia-coast-guard-locates-oil-tanker-involved-in-collision-off-singapore,Malaysia coast guard detains oil tanker involved in collision off Singapore,straitstimes.com,Singapore,10,malaysia coast guard detains oil tanker involved collision singapore
20240921T113000Z,https://www.cnn.com/2024/09/21/europe/bayesian-yacht-watertight-safes-intl/,Sunken superyacht believed to contain watertight safes,cnn.com,United States,2,sunken superyacht believed contain watertight safe
20240725T020000Z,https://www.cnn.com/2024/07/24/politics/norad-russian-chinese-bombers-alaska/,NORAD intercepts Russian and Chinese bombers operating together near Alaska in apparent first,cnn.com,United States,11,norad intercept russian chinese bomber operating together near alaska apparent first
20240812T043000Z,https://edition.cnn.com/2024/08/11/asia/philippines-china-airforce-flares-intl-hnk/,Philippines condemns China  illegal and reckles actions for dropping flares in the skies above South China Sea,edition.cnn.com,United States,11,philippine condemns china illegal reckles action dropping flare sky south china sea
20240715T154500Z,https://www.straitstimes.com/asia/oil-tanker-seized-by-iran-in-2023-anchors-near-uae-coast-tracking-data-shows,"Oil tanker seized by Iran in 2023 anchors near UAE coast , tracking data shows",straitstimes.com,Singapore,10,oil tanker seized iran 2023 anchor near uae coast tracking data show
20240921T170000Z,https://www.cnn.com/2024/09/21/us/maersk-saltoro-federal-investigation/,Maersk Saltoro : FBI agents have boarded vessel managed by company whose other cargo ship collapsed Baltimore bridge,cnn.com,United States,2,maersk saltoro fbi agent boarded vessel managed company whose cargo ship collapsed baltimore bridge
20231129T110000Z,https://seekingalpha.com/news/4041014-us-warning-evolving-threats-ships-red-sea-trade-route,U . S . warns ships of  evolving threat in critical trade route,seekingalpha.com,United States,3,u warns ship evolving threat critical trade route
20231126T150000Z,https://en.globes.co.il/en/article-third-israeli-owned-ship-attacked-near-yemen-1001463390,Third Israeli - owned ship attacked near Yemen,en.globes.co.il,Israel,3,third israeli owned ship attacked near yemen
20231218T153000Z,https://www.zerohedge.com/geopolitical/bp-halts-all-tanker-sailings-through-red-sea-uk-navy-receives-report-possible,"BP , Â Evergreen , Â Euronav Halt Sailings Through ChaoticÂ Red Sea AsÂ Insurers Demand  War Risk Coverage  ",zerohedge.com,United States,3,bp â evergreen â euronav halt sailing chaoticâ red sea asâ insurer demand war risk coverage
20231126T153000Z,https://www.9news.com.au/world/israel-hamas-update-attackers-seize-israel-linked-tanker-central-park-off-yemen/020a818f-6380-4999-8cd3-a63d145af6ad,Israel - Hamas update : Attackers seize Israel - linked tanker off Yemen in third such assault during Israel - Hamas war,9news.com.au,Australia,3,israel hamas update attacker seize israel linked tanker yemen third assault israel hamas war
20231223T160000Z,https://www.news18.com/world/drone-strikes-ship-with-21-indians-on-board-indian-navy-rushes-warship-what-we-know-so-far-8715618.html,Drone Strikes Ship With 21 Indians on Board ; Indian Navy Rushes Warship | WhatÂ WeÂ KnowÂ SoÂ Far,news18.com,India,3,drone strike ship 21 indian board indian navy rush warship whatâ weâ knowâ soâ far
20231126T201500Z,https://www.theguardian.com/world/2023/nov/26/attackers-seize-another-israeli-linked-ship-yemen-coast,Attackers seize another Israeli - linked ship off Yemen coast,theguardian.com,United Kingdom,3,attacker seize another israeli linked ship yemen coast
20231127T154500Z,https://en.globes.co.il/en/article-as-ships-reroute-cargo-prices-jump-1001463485,"As ships reroute , cargo prices jump",en.globes.co.il,Israel,1,ship reroute cargo price jump
20231203T190000Z,https://english.aawsat.com/arab-world/4705951-houthis-claim-attacking-ships-red-sea,Houthis Claim Attacking Ships in Red Sea,english.aawsat.com,Syria,3,houthis claim attacking ship red sea
20231010T210000Z,https://gcaptain.com/israel-ports-open-but-at-heightened-risk/,Israel Ports Open But At  Heightened Risk  ,gcaptain.com,United States,4,israel port open heightened risk
20231212T040000Z,https://www.marinelink.com/news/nations-industry-partners-respond-green-510048,Nations And Industry Partners Respond To Green Shipping,marinelink.com,United States,8,nation industry partner respond green shipping
20231127T033000Z,https://www.dailymail.co.uk/news/article-12794147/Houthi-rebels-MISSILES-Yemen-American.html,Iran - backed Houthi rebels fire MISSILES at US destroyer off Yemen in  significant escalation  after American troops freed Israeli - linked tanker from pirates,dailymail.co.uk,United Kingdom,3,iran backed houthi rebel fire missile u destroyer yemen significant escalation american troop freed israeli linked tanker pirate
20231127T063000Z,https://www.manilatimes.net/2023/11/27/world/crew-of-israel-linked-tanker-seized-off-yemen-safe-us-official/1921715,Crew of Israel - linked tanker seized off Yemen  safe  â€“ US official,manilatimes.net,Philippines,2,crew israel linked tanker seized yemen safe â€ “ u official
20231214T034500Z,https://www.asiaone.com/asia/tanker-red-sea-targeted-speedboat-gunfire-and-missiles,Tanker in Red Sea targeted by speedboat gunfire and missiles,asiaone.com,Singapore,3,tanker red sea targeted speedboat gunfire missile
20231127T010000Z,https://www.reviewjournal.com/news/nation-and-world/attackers-seize-an-israel-linked-tanker-off-yemen-2954353/,Israel - linked tanker seized off Yemen | Nation and World,reviewjournal.com,United States,3,israel linked tanker seized yemen nation world
20231213T193000Z,https://www.marinelink.com/news/tanker-red-sea-targeted-speedboat-gunfire-510098,Tanker In Red Sea Targeted By Speedboat Gunfire And,marinelink.com,United States,3,tanker red sea targeted speedboat gunfire
20231129T191500Z,https://www.tradewindsnews.com/casualties/-numerous-reports-of-suspicious-activity-in-gulf-of-aden-after-houthi-hijack-and-pirate-boarding-says-ukmto/2-1-1562458,"  Numerou reports of suspicious activity in Gulf of Aden after Houthi hijack and pirate boarding , says UKMTO",tradewindsnews.com,China,5,numerou report suspicious activity gulf aden houthi hijack pirate boarding say ukmto
20231127T074500Z,https://news.yahoo.com/us-destroyer-ballistic-missiles-fired-064853375.html,"US destroyer has ballistic missiles fired toward it , after responding to attack on commercial tanker",news.yahoo.com,United States,3,u destroyer ballistic missile fired toward responding attack commercial tanker
20231223T121500Z,https://www.newindianexpress.com/world/2023/dec/23/drone-strike-hits-ship-off-indias-coast-icgs-vikram-deployed-to-investigate-2644305.html,"Drone strike hits ship off India coast , ICGS Vikram deployed to investigate",newindianexpress.com,India,3,drone strike hit ship india coast icgs vikram deployed investigate
20231126T231500Z,https://www.marketscreener.com/news/latest/Tanker-in-Middle-East-safe-from-attackers-after-US-Navy-responds-officials-say-45439097/,"Tanker in Middle East safe from attackers after US Navy responds , officials say",marketscreener.com,,3,tanker middle east safe attacker u navy responds official say
20231126T204500Z,https://shipandbunker.com/news/world/158457-israel-linked-chemical-tanker-detained-in-gulf-of-aden,Israel - Linked Chemical Tanker Detained in Gulf of Aden,shipandbunker.com,Singapore,10,israel linked chemical tanker detained gulf aden
20231213T164500Z,https://gcaptain.com/tanker-ardmore-encounter-attacked-red-sea/,Tanker  Ardmore Encounter  Attacked in Latest Security Incident Off Yemen,gcaptain.com,United States,3,tanker ardmore encounter attacked latest security incident yemen
20231127T050000Z,https://gcaptain.com/update-tanker-in-middle-east-safe-from-attackers-after-us-navy-responds/,UPDATE : Tanker In Middle East Safe From Attackers After USÂ NavyÂ Responds,gcaptain.com,United States,3,update tanker middle east safe attacker usâ navyâ responds
20231215T131500Z,https://www.startribune.com/2-attacks-launched-from-rebel-held-yemen-strike-container-ships-in-vital-red-sea-corridor/600328472/,2 attacks launched from rebel - held Yemen strike container ships in vital Red Sea corridor,startribune.com,United States,3,2 attack launched rebel held yemen strike container ship vital red sea corridor
20231215T201500Z,https://jerseyeveningpost.com/morenews/worldnews/2023/12/15/shipping-firms-halt-red-sea-journeys-after-rebels-missile-attacks/,Shipping firms halt Red Sea journeys after rebel missile attacks,jerseyeveningpost.com,United Kingdom,3,shipping firm halt red sea journey rebel missile attack
20231126T140000Z,https://www.hurriyetdailynews.com/israeli-owned-ship-hit-in-suspected-iran-drone-attack-188133,Israeli - owned ship hit in suspected Iran drone attack,hurriyetdailynews.com,Turkey,3,israeli owned ship hit suspected iran drone attack
20231127T023000Z,https://www.voanews.com/a/7371406.html,Tanker in Middle East Safe From Attackers After US Navy Responds,voanews.com,United States,3,tanker middle east safe attacker u navy responds
20231213T203000Z,https://www.theepochtimes.com/world/tanker-in-red-sea-targeted-by-speedboat-gunfire-cruise-missiles-5546403,"Tanker in Red Sea Targeted by Speedboat Gunfire , Cruise Missiles",theepochtimes.com,United States,3,tanker red sea targeted speedboat gunfire cruise missile
20231011T191500Z,https://www.maritimeprofessional.com/news/israel-ports-feel-strain-shipping-388640,Israel Ports Feel Strain as Shipping Traffic Slows After Attacks,maritimeprofessional.com,United States,3,israel port feel strain shipping traffic slows attack
20231011T220000Z,https://www.hellenicshippingnews.com/israels-ports-feel-strain-as-shipping-traffic-slows-after-attacks/,Israel ports feel strain as shipping traffic slows after attacks | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,3,israel port feel strain shipping traffic slows attack hellenic shipping news worldwide
20231125T140000Z,https://www.newindianexpress.com/world/2023/nov/25/israeli-owned-ship-hit-in-suspected-iran-drone-attack-2636159.html,An Israeli - owned cargo ship was damaged in a suspected drone attack by Iran Islamic Revolutionary - The New Indian Express,newindianexpress.com,India,3,israeli owned cargo ship damaged suspected drone attack iran islamic revolutionary new indian express
20231203T213000Z,https://www.channelnewsasia.com/world/pentagon-attack-ships-read-sea-houthis-3963216,Pentagon aware of attacks claimed by Houthis on ships in Red Sea,channelnewsasia.com,United States,3,pentagon aware attack claimed houthis ship red sea
20231125T140000Z,https://www.devdiscourse.com/article/law-order/2724167-israeli-managed-vessel-hit-by-suspected-iranian-drone-us-official-says,"Israeli - managed vessel hit by suspected Iranian drone , US official says",devdiscourse.com,China,3,israeli managed vessel hit suspected iranian drone u official say
20231215T171500Z,https://www.naharnet.com:443/stories/en/302138-yemeni-rebels-strike-2-cargo-ships-in-vital-red-sea-corridor,Yemeni rebels strike 2 cargo ships in vital Red Sea corridor,naharnet.com,Syria,3,yemeni rebel strike 2 cargo ship vital red sea corridor
20231215T204500Z,https://www.telegraph.co.uk/business/2023/12/15/christmas-deliveries-risk-shipping-giant-suspends-red-sea/,Christmas deliveries at risk as shipping giant suspends Red Sea journeys,telegraph.co.uk,United Kingdom,12,christmas delivery risk shipping giant suspends red sea journey
20231024T223000Z,https://foreignpolicy.com/2023/10/24/israel-hamas-war-gaza-shipping-imports-food-ports/,"Israel War With Hamas Is Disrupting Shipping , Imports",foreignpolicy.com,United States,12,israel war hamas disrupting shipping import
20231126T181500Z,https://www.zerohedge.com/energy/us-navy-responding-after-militants-seize-israel-linked-oil-tanker-yemen,US Navy Responding After Militants Seize Israel - Linked Oil Tanker Off Yemen,zerohedge.com,United States,10,u navy responding militant seize israel linked oil tanker yemen
20231127T021500Z,https://www.singletonargus.com.au/story/8437936/tanker-in-middle-east-safe-after-us-navy-responds/,Tanker in Middle East safe after US Navy responds,singletonargus.com.au,Australia,3,tanker middle east safe u navy responds
20231127T050000Z,https://www.washingtonpost.com/world/2023/11/26/pirates-zodiac-israel-eyal-ofer/,Pirates release Zodiac tanker linked to Israeli billionaire Eyal Ofer,washingtonpost.com,United States,3,pirate release zodiac tanker linked israeli billionaire eyal ofer
20231126T151500Z,https://economictimes.indiatimes.com/news/international/world-news/attackers-seize-an-israel-linked-tanker-off-the-coast-of-aden-yemen/articleshow/105516405.cms,"Attackers seize an Israel - linked tanker off the coast of Aden , Yemen",economictimes.indiatimes.com,India,3,attacker seize israel linked tanker coast aden yemen
20240101T223000Z,https://www.maritime-executive.com/article/eight-missing-after-new-bunker-vessel-collides-with-chinese-fishing-boat,Eight Missing After New Bunker Vessel Collides with Chinese Fishing Boat,maritime-executive.com,United States,6,eight missing new bunker vessel collides chinese fishing boat
20231007T000000Z,https://euromaidanpress.com/2023/10/06/reuters-turkish-cargo-ship-hit-a-mine-en-route-to-ukrainian-black-sea-port/,Reuters : Turkish cargo ship hit a mine en route to Ukrainian Black Sea port,euromaidanpress.com,Ukraine,11,reuters turkish cargo ship hit mine en route ukrainian black sea port
20231016T180000Z,https://www.gmanetwork.com/news/topstories/world/885352/tanker-hits-mine-in-black-sea-sustains-minor-damage-sources/story/,"Tanker hits mine in Black Sea , sustains minor damage sources",gmanetwork.com,Philippines,6,tanker hit mine black sea sustains minor damage source
20231005T220000Z,https://gcaptain.com/turkish-cargo-ship-hits-mine-in-black-sea/,Turkish Cargo Ship Hits Mine in Black Sea,gcaptain.com,United States,11,turkish cargo ship hit mine black sea
20221116T134500Z,https://www.ibtimes.com/tanker-hit-off-oman-says-israeli-controlled-shipping-firm-3636710,"Tanker Hit Off Oman , Says Israeli - controlled Shipping Firm",ibtimes.com,United States,12,tanker hit oman say israeli controlled shipping firm
20221122T184500Z,https://www.rigzone.com/news/pacific_zircon_style_incidents_dominated_indian_ocean_narrative_in_2021-22-nov-2022-171126-article/,Pacific Zircon Style Incidents Dominated Indian Ocean Narrative in 2021,rigzone.com,United States,2,pacific zircon style incident dominated indian ocean narrative 2021
20221116T171500Z,https://freebeacon.com/national-security/suspected-iranian-drone-strikes-israeli-owned-oil-tanker/,Suspected Iranian Drone Strikes Israeli - Owned Oil Tanker - Washington Free Beacon,freebeacon.com,United States,3,suspected iranian drone strike israeli owned oil tanker washington free beacon
20221212T141500Z,https://menafn.com/1105298872/Infosec-Partners-Complete-Worlds-First-Maritime-Cyber-Baseline-Accreditation-On-Seapeaks-LNG-Tanker,Infosec Partners Complete World First Maritime Cyber Basel ... ,menafn.com,Qatar,12,infosec partner complete world first maritime cyber basel ...
20221116T160000Z,https://gcaptain.com/eastern-pacific-shipping-tanker-hit-by-projectile-off-oman/,Eastern Pacific Shipping Tanker Hit By  Projectile  Off Oman,gcaptain.com,United States,12,eastern pacific shipping tanker hit projectile oman
20221116T104500Z,https://www.jpost.com/breaking-news/article-722536,Israeli - run oil tanker struck by drone attack in Gulf of Oman,jpost.com,Israel,3,israeli run oil tanker struck drone attack gulf oman
20221116T200000Z,https://www.aljazeera.com/news/2022/11/16/iran-confirms-release-of-two-seized-greek-tankers,Iran confirms release of two seized Greek tankers,aljazeera.com,United States,5,iran confirms release two seized greek tanker
20221116T154500Z,https://www.al-monitor.com/originals/2022/11/israeli-owned-tanker-hit-drone-oman-coast,Israeli - owned tanker hit by drone off Oman coast,al-monitor.com,Israel,3,israeli owned tanker hit drone oman coast
20221130T130000Z,https://www.rigzone.com/news/oil_tanker_hijacked_for_2nd_time_in_12_months-30-nov-2022-171210-article/,Oil Tanker Hijacked for 2nd Time in 12 Months,rigzone.com,United States,3,oil tanker hijacked 2nd time 12 month
20221116T123000Z,https://www.ndtv.com/world-news/tanker-hit-by-projectile-off-oman-coast-says-israeli-owned-shipping-firm-3526144,"Tanker Hit By Projectile Off Oman Coast , Says Israeli - Owned Shipping Firm",ndtv.com,India,12,tanker hit projectile oman coast say israeli owned shipping firm
20211218T170000Z,http://edition.cnn.com/2008/WORLD/africa/11/18/kenya.tanker.pirates/,"Pirates grab more ships , captured tanker docked",edition.cnn.com,United States,3,pirate grab ship captured tanker docked
20211205T104500Z,http://edition.cnn.com/2009/WORLD/africa/04/19/pirate.attack.foiled/,New pirate attack thwarted in Gulf of Aden,edition.cnn.com,United States,3,new pirate attack thwarted gulf aden
20211114T081500Z,https://www.straitstimes.com/asia/se-asia/shipowners-make-payoffs-to-free-vessels-held-by-indonesian-navy-near-singapore-sources,Shipowners make payoffs to free vessels held by Indonesian navy near Singapore : Sources,straitstimes.com,Singapore,10,shipowner make payoff free vessel held indonesian navy near singapore source
20211004T091500Z,https://www.cnn.com/travel/article/cargo-ships-sails-michelin-spc-intl/,Giant inflatable sails could make shipping greener,cnn.com,United States,12,giant inflatable sail could make shipping greener
20211213T090000Z,https://www.straitstimes.com/world/europe/two-cargo-ships-collide-in-baltic-rescue-underway,"Two cargo ships collide in Baltic , rescue underway",straitstimes.com,Singapore,2,two cargo ship collide baltic rescue underway
20211222T101500Z,https://www.straitstimes.com/business/economy/boeing-airbus-see-more-demand-for-freighter-jets-as-more-cargo-is-moved-by-air,"Boeing , Airbus see more demand for freighter jets as more cargo is moved by air",straitstimes.com,Singapore,7,boeing airbus see demand freighter jet cargo moved air
20211213T200000Z,https://www.cnn.com/2021/12/13/europe/baltic-sea-ship-crash-intl/,Baltic Sea : Coast Guard investigating role of alcohol in cargo ship crash,cnn.com,United States,2,baltic sea coast guard investigating role alcohol cargo ship crash
20211124T140000Z,https://www.straitstimes.com/asia/south-asia/sri-lanka-to-sign-new-container-port-deal-with-china,Sri Lanka to sign new container port deal with China,straitstimes.com,Singapore,11,sri lanka sign new container port deal china
20211015T061500Z,https://www.straitstimes.com/singapore/politics/fpda-members-mark-golden-jubilee-with-flypast-naval-vessel-display-at-marina,"FPDA nations to mark 50 years with flypast , naval vessel display off Marina South on Oct 18",straitstimes.com,Singapore,12,fpda nation mark 50 year flypast naval vessel display marina south oct 18
20211119T040000Z,https://www.straitstimes.com/world/united-states/china-expanded-maritime-militia-to-assert-control-in-south-china-sea-report,China expanded maritime militia to assert control in South China Sea : Report,straitstimes.com,Singapore,12,china expanded maritime militia assert control south china sea report
20211012T023000Z,https://www.cnn.com/2021/10/11/business/maersk-rape-investigation-merchant-marine/,  I was trapped : Shipping giant investigates alleged rape of 19 - year - old during federal training program,cnn.com,United States,7,trapped shipping giant investigates alleged rape 19 year old federal training program
20211201T161500Z,http://edition.cnn.com/2008/WORLD/africa/10/29/somalia.pirates/,Five pirate attacks repelled off Somalia in one day,edition.cnn.com,United States,3,five pirate attack repelled somalia one day
20211223T023000Z,https://www.straitstimes.com/business/economy/global-shipping-in-crosshairs-as-environmental-scrutiny-deepens,Global shipping in crosshairs as environmental scrutiny deepens,straitstimes.com,Singapore,8,global shipping crosshairs environmental scrutiny deepens
20211023T171500Z,https://www.cnn.com/2021/10/23/business/20211023-california-ports-animation/,Visualizing California stunning shipping gridlock,cnn.com,United States,4,visualizing california stunning shipping gridlock
20211012T140000Z,https://www.cnn.com/2021/10/12/middleeast/yemen-oil-tanker-spill-report-intl/,Yemen : Decaying oil tanker could disrupt clean water supply for 9 million people,cnn.com,United States,8,yemen decaying oil tanker could disrupt clean water supply 9 million people
20211020T181500Z,https://www.cnn.com/2021/10/20/economy/california-port-supply-chain/,New executive order aims to alleviate congestion at California ports,cnn.com,United States,4,new executive order aim alleviate congestion california port
20211125T214500Z,https://www.straitstimes.com/world/europe/french-fishermen-to-block-channel-tunnel-calais-port-over-post-brexit-fishing-rights,"French fishermen to block Channel Tunnel , Calais port over post - Brexit fishing rights",straitstimes.com,Singapore,4,french fisherman block channel tunnel calais port post brexit fishing right
20211014T104500Z,https://www.straitstimes.com/world/united-states/white-house-pushes-24-hour-service-to-relieve-us-port-snarls,White House pushes 24 - hour service to relieve US port snarls,straitstimes.com,Singapore,4,white house push 24 hour service relieve u port snarl
20211017T164500Z,https://www.straitstimes.com/world/united-states/coast-guard-boards-vessel-that-dragged-anchor-near-pipeline,US Coast Guard boards vessel that dragged anchor near California pipeline,straitstimes.com,Singapore,11,u coast guard board vessel dragged anchor near california pipeline
